user_id,age_group,gender,region,primary_platform,daily_usage_mins,posts_per_week,accounts_followed,engagement_rate_pct,years_active,daily_category
U0295,18-24,Male,Rural,Instagram,28.2,2,165.0,29.9,11,Low (<30m)
U0296,25-34,Female,Urban,Instagram,83.1,5,8.0,4.1000000000000005,6,High (1-2h)
U0297,35-44,Female,Urban,Facebook,32.7,4,62.0,25.900000000000002,11,Moderate (30-60m)
U0298,18-24,Female,Urban,Instagram,25.4,5,279.0,12.7,3,Low (<30m)
U0299,25-34,Female,Suburban,Instagram,167.9,2,113.0,22.6,1,Very High (2-5h)
U0300,13-17,Female,Suburban,Instagram,51.5,3,933.0,25.900000000000002,2,Moderate (30-60m)
U0301,13-17,Female,Urban,Snapchat,95.4,2,308.0,10.100000000000001,5,High (1-2h)
U0302,25-34,Male,Rural,Facebook,66.8,1,41.0,16.0,13,High (1-2h)
U0303,25-34,Female,Urban,YouTube,30.0,3,93.0,25.4,10,Low (<30m)
U0304,25-34,Female,Suburban,Instagram,55.4,1,85.0,28.299999999999997,5,Moderate (30-60m)
U0305,35-44,Male,Suburban,YouTube,30.2,7,13.0,25.1,10,Moderate (30-60m)
U0306,55+,Female,Rural,Facebook,240.3,6,29.0,24.0,14,Very High (2-5h)
U0307,25-34,Female,Suburban,WhatsApp,106.2,3,46.0,30.099999999999998,1,High (1-2h)
U0308,18-24,Female,Rural,Instagram,66.0,4,8.0,12.2,1,High (1-2h)
U0309,35-44,Male,Urban,Instagram,92.3,1,95.0,3.1,9,High (1-2h)
U0310,18-24,Male,Rural,Instagram,102.0,1,67.0,52.0,2,High (1-2h)
U0311,25-34,Other,Urban,WhatsApp,102.2,2,12.0,4.2,7,High (1-2h)
U0312,13-17,Female,Rural,Facebook,99.5,3,146.0,11.4,10,High (1-2h)
U0313,13-17,Male,Suburban,Instagram,94.8,3,213.0,20.8,4,High (1-2h)
U0314,55+,Female,Rural,Instagram,69.6,1,118.0,4.3,7,High (1-2h)
U0315,45-54,Female,Suburban,Instagram,160.2,4,61.0,8.3,8,Very High (2-5h)
U0316,35-44,Female,Suburban,Snapchat,72.6,1,183.0,38.2,5,High (1-2h)
U0317,25-34,Female,Suburban,Instagram,67.3,3,204.0,43.8,13,High (1-2h)
U0318,18-24,Male,Suburban,Facebook,73.0,3,130.0,20.1,12,High (1-2h)
U0319,18-24,Male,Urban,WhatsApp,76.4,1,33.0,28.1,12,High (1-2h)
U0320,18-24,Male,Urban,YouTube,16.8,2,125.0,11.1,1,Low (<30m)
U0321,25-34,Female,Urban,Instagram,34.8,4,378.0,46.800000000000004,4,Moderate (30-60m)
U0322,35-44,Male,Urban,Instagram,60.5,2,44.0,16.7,10,High (1-2h)
U0323,35-44,Male,Rural,WhatsApp,16.1,0,1116.0,22.900000000000002,3,Low (<30m)
U0324,18-24,Male,Urban,Facebook,65.9,4,48.0,14.499999999999998,10,High (1-2h)
U0325,55+,Female,Rural,WhatsApp,75.7,0,94.0,33.0,12,High (1-2h)
U0326,35-44,Female,Urban,YouTube,23.7,2,40.0,22.1,5,Low (<30m)
U0327,25-34,Male,Urban,Instagram,41.4,5,118.0,45.1,10,Moderate (30-60m)
U0328,25-34,Male,Suburban,Snapchat,139.6,1,11.0,21.8,13,Very High (2-5h)
U0329,25-34,Female,Suburban,Facebook,92.9,5,47.0,20.8,10,High (1-2h)
U0330,18-24,Male,Suburban,Instagram,89.6,4,24.0,26.8,13,High (1-2h)
U0331,25-34,Male,Suburban,Snapchat,129.5,4,106.0,30.599999999999998,6,Very High (2-5h)
U0332,35-44,Male,Suburban,WhatsApp,35.4,3,297.0,15.299999999999999,2,Moderate (30-60m)
U0333,13-17,Male,Urban,WhatsApp,23.8,6,195.0,1.0999999999999999,7,Low (<30m)
U0334,18-24,Male,Rural,Facebook,119.1,2,5.0,24.3,13,High (1-2h)
U0335,13-17,Female,Rural,Twitter/X,61.7,4,1044.0,19.0,3,High (1-2h)
U0336,13-17,Male,Suburban,WhatsApp,34.7,2,128.0,54.6,1,Moderate (30-60m)
U0337,45-54,Female,Urban,Instagram,16.7,5,35.0,23.400000000000002,10,Low (<30m)
U0338,35-44,Male,Suburban,YouTube,73.5,3,109.0,25.3,3,High (1-2h)
U0339,25-34,Female,Urban,LinkedIn,57.0,3,111.0,35.699999999999996,9,Moderate (30-60m)
U0340,13-17,Female,Urban,Instagram,50.5,3,40.0,26.400000000000002,10,Moderate (30-60m)
U0341,25-34,Male,Urban,YouTube,8.1,1,114.0,9.3,11,Low (<30m)
U0342,25-34,Female,Suburban,YouTube,159.0,3,43.0,21.099999999999998,11,Very High (2-5h)
U0343,18-24,Male,Rural,YouTube,20.2,6,55.0,25.8,6,Low (<30m)
U0344,25-34,Other,Suburban,WhatsApp,53.9,3,40.0,58.199999999999996,11,Moderate (30-60m)
U0345,25-34,Male,Suburban,LinkedIn,47.8,1,16.0,58.3,6,Moderate (30-60m)
U0346,25-34,Male,Urban,Instagram,94.6,3,107.0,18.4,4,High (1-2h)
U0347,25-34,Male,Urban,Instagram,16.9,3,182.0,41.6,8,Low (<30m)
U0348,13-17,Other,Urban,Instagram,87.6,2,167.0,16.6,5,High (1-2h)
U0349,25-34,Female,Rural,LinkedIn,73.7,3,241.0,3.6999999999999997,7,High (1-2h)
U0350,25-34,Female,Urban,WhatsApp,39.9,0,133.0,10.4,9,Moderate (30-60m)
U0351,25-34,Male,Rural,Instagram,85.7,8,47.0,3.9,13,High (1-2h)
U0352,45-54,Female,Suburban,Twitter/X,65.8,1,247.0,33.0,13,High (1-2h)
U0353,35-44,Male,Urban,Twitter/X,181.7,1,18.0,17.8,14,Very High (2-5h)
U0354,18-24,Female,Suburban,Twitter/X,56.9,3,31.0,26.8,5,Moderate (30-60m)
U0355,13-17,Male,Suburban,LinkedIn,31.3,2,28.0,44.7,11,Moderate (30-60m)
U0356,25-34,Male,Rural,Instagram,88.2,2,329.0,27.200000000000003,14,High (1-2h)
U0357,13-17,Male,Rural,Facebook,52.1,3,279.0,20.599999999999998,5,Moderate (30-60m)
U0358,25-34,Male,Urban,YouTube,65.0,4,162.0,10.100000000000001,14,High (1-2h)
U0359,55+,Female,Urban,Twitter/X,23.9,3,326.0,5.4,4,Low (<30m)
U0360,25-34,Male,Suburban,Facebook,95.5,7,31.0,15.4,6,High (1-2h)
U0361,25-34,Female,Rural,Facebook,46.4,3,137.0,16.1,2,Moderate (30-60m)
U0362,25-34,Male,Urban,WhatsApp,77.5,3,77.0,19.5,3,High (1-2h)
U0363,25-34,Female,Suburban,Instagram,208.8,3,249.0,21.7,1,Very High (2-5h)
U0364,25-34,Male,Suburban,YouTube,54.7,5,78.0,34.8,2,Moderate (30-60m)
U0365,55+,Male,Suburban,Snapchat,103.7,5,57.0,12.4,2,High (1-2h)
U0366,25-34,Female,Urban,LinkedIn,57.3,4,172.0,41.9,8,Moderate (30-60m)
U0367,55+,Male,Suburban,Instagram,40.3,4,258.0,42.3,8,Moderate (30-60m)
U0368,45-54,Male,Rural,Instagram,142.5,2,40.0,32.5,2,Very High (2-5h)
U0369,18-24,Female,Urban,Instagram,12.5,6,84.0,0.7000000000000001,13,Low (<30m)
U0370,13-17,Female,Urban,Facebook,120.4,3,25.0,10.299999999999999,14,Very High (2-5h)
U0371,18-24,Male,Rural,Twitter/X,11.0,2,4.0,16.7,6,Low (<30m)
U0372,13-17,Male,Urban,Instagram,112.9,6,114.0,18.5,5,High (1-2h)
U0373,13-17,Female,Rural,YouTube,65.6,4,187.0,14.399999999999999,3,High (1-2h)
U0374,35-44,Male,Suburban,Twitter/X,31.3,3,123.0,27.500000000000004,5,Moderate (30-60m)
U0375,13-17,Male,Urban,Facebook,48.6,3,9.0,11.4,5,Moderate (30-60m)
U0376,18-24,Male,Rural,YouTube,100.3,6,59.0,20.7,5,High (1-2h)
U0377,45-54,Female,Urban,WhatsApp,197.2,4,6.0,10.2,3,Very High (2-5h)
U0378,13-17,Female,Suburban,YouTube,17.5,2,466.0,11.1,3,Low (<30m)
U0379,35-44,Male,Urban,Instagram,32.8,1,24.0,10.100000000000001,4,Moderate (30-60m)
U0380,18-24,Male,Suburban,WhatsApp,22.2,3,406.0,28.999999999999996,7,Low (<30m)
U0381,18-24,Male,Urban,WhatsApp,57.0,4,280.0,38.4,12,Moderate (30-60m)
U0382,35-44,Female,Urban,Twitter/X,114.8,5,31.0,27.0,12,High (1-2h)
U0383,25-34,Male,Rural,WhatsApp,19.7,6,23.0,16.3,12,Low (<30m)
U0384,45-54,Male,Urban,Facebook,64.5,2,137.0,37.3,14,High (1-2h)
U0385,35-44,Female,Suburban,Instagram,112.6,4,33.0,9.0,2,High (1-2h)
U0386,35-44,Male,Urban,YouTube,48.1,4,102.0,22.6,10,Moderate (30-60m)
U0387,18-24,Female,Suburban,Instagram,74.2,0,50.0,5.6000000000000005,4,High (1-2h)
U0388,18-24,Male,Urban,Instagram,136.3,4,11.0,3.8,4,Very High (2-5h)
U0389,35-44,Male,Rural,Facebook,28.2,5,6.0,7.1,1,Low (<30m)
U0390,35-44,Male,Suburban,Snapchat,13.8,2,118.0,4.7,10,Low (<30m)
U0391,55+,Female,Urban,Instagram,80.2,5,46.0,14.499999999999998,8,High (1-2h)
U0392,25-34,Female,Urban,YouTube,81.6,4,46.0,43.6,1,High (1-2h)
U0393,25-34,Female,Urban,Twitter/X,45.8,5,207.0,10.9,8,Moderate (30-60m)
U0394,35-44,Male,Suburban,Instagram,39.5,2,368.0,25.0,7,Moderate (30-60m)
U0395,18-24,Female,Urban,WhatsApp,66.5,2,65.0,3.4000000000000004,9,High (1-2h)
U0396,55+,Male,Rural,Facebook,27.8,0,60.0,9.0,8,Low (<30m)
U0397,45-54,Male,Urban,WhatsApp,27.9,4,164.0,7.3,5,Low (<30m)
U0398,25-34,Female,Urban,Instagram,99.9,1,18.0,13.4,8,High (1-2h)
U0399,35-44,Male,Suburban,YouTube,26.3,2,118.0,12.9,14,Low (<30m)
U0400,35-44,Male,Suburban,Facebook,14.7,3,175.0,27.6,11,Low (<30m)
U0401,18-24,Male,Urban,WhatsApp,39.4,2,204.0,41.699999999999996,10,Moderate (30-60m)
U0402,45-54,Male,Urban,Instagram,46.6,2,9.0,12.6,12,Moderate (30-60m)
U0403,25-34,Male,Urban,Facebook,87.6,1,36.0,4.8,12,High (1-2h)
U0404,35-44,Female,Suburban,Instagram,42.0,3,31.0,32.2,3,Moderate (30-60m)
U0405,18-24,Male,Suburban,Facebook,150.2,4,101.0,7.5,10,Very High (2-5h)
U0406,45-54,Female,Suburban,Instagram,68.8,6,160.0,35.8,7,High (1-2h)
U0407,25-34,Female,Rural,Snapchat,35.4,3,542.0,21.2,12,Moderate (30-60m)
U0408,13-17,Male,Rural,YouTube,85.3,2,50.0,7.199999999999999,4,High (1-2h)
U0409,45-54,Male,Suburban,YouTube,148.6,3,50.0,38.5,5,Very High (2-5h)
U0410,13-17,Male,Rural,Instagram,98.2,1,358.0,45.5,9,High (1-2h)
U0411,18-24,Female,Urban,YouTube,18.7,2,128.0,8.4,7,Low (<30m)
U0412,55+,Male,Urban,Twitter/X,49.5,1,412.0,15.1,4,Moderate (30-60m)
U0413,55+,Female,Urban,Snapchat,76.7,3,127.0,35.199999999999996,6,High (1-2h)
U0414,25-34,Male,Urban,YouTube,95.6,4,22.0,27.400000000000002,10,High (1-2h)
U0415,25-34,Female,Suburban,YouTube,57.2,2,18.0,30.7,14,Moderate (30-60m)
U0416,25-34,Male,Rural,Facebook,51.8,2,14.0,14.899999999999999,11,Moderate (30-60m)
U0417,18-24,Male,Urban,LinkedIn,180.9,3,199.0,16.900000000000002,7,Very High (2-5h)
U0418,18-24,Female,Urban,WhatsApp,99.1,2,375.0,15.2,13,High (1-2h)
U0419,35-44,Female,Suburban,YouTube,85.5,2,828.0,6.6000000000000005,10,High (1-2h)
U0420,35-44,Male,Rural,YouTube,43.3,3,248.0,28.799999999999997,13,Moderate (30-60m)
U0421,35-44,Female,Urban,WhatsApp,27.5,1,363.0,33.5,9,Low (<30m)
U0422,35-44,Female,Suburban,Instagram,86.4,6,45.0,19.6,4,High (1-2h)
U0423,13-17,Female,Urban,WhatsApp,105.8,2,22.0,3.9,10,High (1-2h)
U0424,25-34,Female,Urban,YouTube,64.8,2,250.0,6.3,3,High (1-2h)
U0425,13-17,Male,Rural,Facebook,99.2,2,149.0,34.5,8,High (1-2h)
U0426,25-34,Male,Rural,Instagram,100.8,4,102.0,20.5,1,High (1-2h)
U0427,25-34,Male,Urban,WhatsApp,110.2,1,143.0,30.599999999999998,9,High (1-2h)
U0428,45-54,Female,Rural,YouTube,18.4,2,133.0,30.599999999999998,13,Low (<30m)
U0429,25-34,Female,Suburban,WhatsApp,50.5,4,420.0,33.800000000000004,1,Moderate (30-60m)
U0430,18-24,Male,Rural,Instagram,89.7,3,426.0,33.4,2,High (1-2h)
U0431,18-24,Male,Suburban,WhatsApp,67.2,3,173.0,19.6,13,High (1-2h)
U0432,35-44,Female,Suburban,WhatsApp,101.0,3,248.0,11.600000000000001,8,High (1-2h)
U0433,25-34,Other,Suburban,WhatsApp,85.4,6,167.0,24.6,9,High (1-2h)
U0434,18-24,Female,Suburban,WhatsApp,8.7,3,52.0,17.0,7,Low (<30m)
U0435,13-17,Male,Urban,WhatsApp,126.5,3,223.0,13.4,3,Very High (2-5h)
U0436,35-44,Male,Urban,Twitter/X,46.1,1,17.0,19.5,7,Moderate (30-60m)
U0437,13-17,Male,Urban,Instagram,33.9,2,319.0,11.600000000000001,6,Moderate (30-60m)
U0438,35-44,Female,Suburban,Twitter/X,123.9,4,21.0,4.0,2,Very High (2-5h)
U0439,35-44,Male,Urban,YouTube,96.2,3,127.0,37.5,3,High (1-2h)
U0440,13-17,Female,Suburban,Instagram,134.5,3,33.0,28.499999999999996,11,Very High (2-5h)
U0441,13-17,Male,Rural,Instagram,77.2,2,175.0,25.5,13,High (1-2h)
U0442,55+,Female,Urban,YouTube,50.0,3,86.0,4.7,12,Moderate (30-60m)
U0443,25-34,Female,Suburban,Facebook,71.5,1,13.0,41.099999999999994,13,High (1-2h)
U0444,25-34,Female,Urban,Facebook,29.3,2,149.0,20.7,10,Low (<30m)
U0445,35-44,Male,Rural,Facebook,21.7,2,45.0,27.900000000000002,10,Low (<30m)
U0446,55+,Male,Urban,YouTube,41.0,3,259.0,35.099999999999994,13,Moderate (30-60m)
U0447,55+,Male,Suburban,YouTube,159.0,5,90.0,11.0,12,Very High (2-5h)
U0448,35-44,Female,Rural,Instagram,44.1,3,145.0,35.3,5,Moderate (30-60m)
U0449,25-34,Female,Rural,YouTube,15.0,6,29.0,32.300000000000004,10,Low (<30m)
U0450,13-17,Female,Suburban,YouTube,58.4,2,44.0,14.499999999999998,4,Moderate (30-60m)
U0451,35-44,Female,Suburban,Instagram,43.7,5,52.0,16.2,2,Moderate (30-60m)
U0452,25-34,Female,Suburban,Instagram,127.9,6,252.0,38.3,4,Very High (2-5h)
U0453,25-34,Male,Rural,WhatsApp,152.2,6,674.0,26.200000000000003,12,Very High (2-5h)
U0454,45-54,Female,Suburban,Facebook,48.4,3,34.0,31.6,8,Moderate (30-60m)
U0455,18-24,Male,Urban,Snapchat,77.2,4,328.0,33.7,5,High (1-2h)
U0456,25-34,Male,Rural,LinkedIn,81.4,3,7.0,4.5,5,High (1-2h)
U0457,13-17,Female,Suburban,WhatsApp,62.9,2,21.0,7.1,13,High (1-2h)
U0458,25-34,Male,Suburban,YouTube,55.3,5,28.0,8.1,12,Moderate (30-60m)
U0459,13-17,Male,Urban,WhatsApp,32.1,4,18.0,22.3,12,Moderate (30-60m)
U0460,18-24,Female,Suburban,Facebook,12.8,2,13.0,22.5,10,Low (<30m)
U0461,18-24,Male,Urban,Instagram,32.0,0,148.0,13.3,3,Moderate (30-60m)
U0462,25-34,Female,Suburban,YouTube,61.4,0,70.0,42.1,13,High (1-2h)
U0463,35-44,Male,Urban,Twitter/X,19.7,5,142.0,7.5,8,Low (<30m)
U0464,25-34,Male,Suburban,YouTube,74.6,6,206.0,41.9,6,High (1-2h)
U0465,55+,Male,Rural,WhatsApp,68.1,1,124.0,5.4,2,High (1-2h)
U0466,25-34,Male,Urban,WhatsApp,43.7,2,198.0,20.200000000000003,2,Moderate (30-60m)
U0467,18-24,Female,Rural,Instagram,53.7,5,83.0,3.4000000000000004,9,Moderate (30-60m)
U0468,45-54,Male,Urban,YouTube,22.8,4,22.0,3.5000000000000004,13,Low (<30m)
U0469,18-24,Female,Rural,YouTube,109.0,3,320.0,33.2,7,High (1-2h)
U0470,55+,Male,Suburban,Instagram,107.8,2,44.0,16.7,10,High (1-2h)
U0471,13-17,Female,Suburban,Instagram,26.3,0,29.0,3.8,9,Low (<30m)
U0472,55+,Female,Suburban,Twitter/X,27.0,4,73.0,14.000000000000002,14,Low (<30m)
U0473,13-17,Female,Rural,Instagram,32.3,5,30.0,8.799999999999999,6,Moderate (30-60m)
U0474,45-54,Male,Urban,YouTube,92.5,2,55.0,54.50000000000001,5,High (1-2h)
U0475,25-34,Male,Urban,Instagram,81.2,3,136.0,37.0,12,High (1-2h)
U0476,55+,Male,Suburban,LinkedIn,123.1,7,137.0,50.3,1,Very High (2-5h)
U0477,13-17,Female,Rural,Instagram,131.5,5,31.0,29.099999999999998,12,Very High (2-5h)
U0478,25-34,Male,Suburban,YouTube,18.1,3,50.0,25.2,6,Low (<30m)
U0479,55+,Female,Suburban,Twitter/X,90.5,1,327.0,8.7,6,High (1-2h)
U0480,25-34,Female,Urban,Twitter/X,128.4,3,163.0,2.1999999999999997,3,Very High (2-5h)
U0481,25-34,Male,Rural,Instagram,51.3,4,1086.0,25.3,3,Moderate (30-60m)
U0482,35-44,Female,Urban,Twitter/X,64.0,1,371.0,29.099999999999998,3,High (1-2h)
U0483,25-34,Male,Suburban,YouTube,57.6,3,355.0,23.7,3,Moderate (30-60m)
U0484,25-34,Male,Urban,YouTube,59.4,3,17.0,40.5,7,Moderate (30-60m)
U0485,25-34,Female,Urban,Instagram,108.7,4,225.0,11.4,10,High (1-2h)
U0486,45-54,Female,Urban,Instagram,176.9,1,84.0,19.5,11,Very High (2-5h)
U0487,13-17,Female,Urban,Facebook,147.1,2,46.0,6.800000000000001,2,Very High (2-5h)
U0488,18-24,Male,Suburban,YouTube,45.2,3,110.0,22.0,10,Moderate (30-60m)
U0489,55+,Male,Urban,YouTube,77.3,2,280.0,34.1,13,High (1-2h)
U0490,45-54,Female,Urban,Facebook,36.2,1,164.0,21.8,10,Moderate (30-60m)
U0491,25-34,Female,Urban,Facebook,39.0,1,31.0,17.8,2,Moderate (30-60m)
U0492,25-34,Female,Urban,Instagram,62.1,3,219.0,11.700000000000001,3,High (1-2h)
U0493,18-24,Male,Urban,WhatsApp,38.2,0,42.0,29.4,10,Moderate (30-60m)
U0494,18-24,Female,Urban,Instagram,42.6,3,117.0,10.5,12,Moderate (30-60m)
U0495,25-34,Male,Suburban,Facebook,76.2,1,63.0,40.2,7,High (1-2h)
U0496,25-34,Male,Suburban,WhatsApp,89.7,1,69.0,51.5,3,High (1-2h)
U0497,25-34,Female,Suburban,Snapchat,88.2,7,226.0,10.4,7,High (1-2h)
U0498,13-17,Male,Suburban,Instagram,88.7,3,26.0,13.4,9,High (1-2h)
U0499,55+,Female,Urban,Instagram,24.2,2,929.0,6.1,11,Low (<30m)
U0500,55+,Male,Rural,Instagram,36.8,4,10.0,31.0,10,Moderate (30-60m)
